DE TARAPACA 922
DE ANTOFAGASTA 1437
DE ATACAMA 784
DE COQUIMBO 1865
DE VALPARAISO 4924
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS 2351
DEL MAULE 2730
DEL BIOBIO 4322
DE LA ARAUCANIA 2923
DE LOS LAGOS 2345
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO 316
DE MAGALLANES Y DE LA ANTARTICA CHILENA 517
METROPOLITANA DE SANTIAGO 18166
DE LOS RIOS 1100
DE ARICA Y PARINACOTA 595
DE ÑUBLE 1342
